ticker,strategy,entry_date,direction,entry_price,exit_method,pnl_pct,win,hold_days,exit_price,exit_date,exit_reason,regime_at_entry,sector,confidence_tier,cap_band,vol_band,hold_duration_band,win_loss_outcome,universe_tier,smart_money_signal_present,vix_at_entry,entry_atr_ratio,mae_bucket,mfe_bucket,regime_changed_during_hold,earnings_during_hold,circuit_breaker_active_during_hold,news_sentiment_shift_during_hold,8K_filed_during_hold,day_of_week_at_entry,days_from_quarter_end_at_entry,vix_term_structure,hy_oas_band_at_entry,adv_bucket,volume_rank_within_sector,sector_momentum_vs_spy_at_entry
AMD,bollinger_lower,2022-01-27,long,101.8063,reverse_signal,23.4272,True,14,125.6566,2022-02-10,atr_trailing_stop,neutral,Information Technology,HIGH,unknown,high_25_40,medium_4_10d,win,T1c,no,30.49,0.07414963514045791,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,63,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
HON,bollinger_lower,2022-02-03,long,180.9957,reverse_signal,-0.2631,False,7,180.5195,2022-02-10,atr_trailing_stop,neutral,Industrials,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,24.35,0.02901450144948195,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,56,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
PFE,bollinger_lower,2022-02-14,long,49.8747,reverse_signal,-3.2249,False,4,48.2663,2022-02-18,atr_trailing_stop,neutral,Health Care,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,28.33,0.0322488155317225,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,45,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
MRK,bollinger_lower,2022-02-07,long,77.2094,reverse_signal,-2.2743,False,7,75.4534,2022-02-14,atr_trailing_stop,neutral,Health Care,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,22.86,0.02274334472227475,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,52,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
SCHW,bollinger_lower,2022-02-23,long,79.5263,reverse_signal,-0.448,False,1,79.17,2022-02-24,atr_trailing_stop,bear,Financials,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,31.02,0.035869894613480065,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,no,wed,36,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
COP,bollinger_lower,2022-04-25,long,92.7346,reverse_signal,-3.6889,False,2,89.3137,2022-04-27,atr_trailing_stop,bear,Energy,HIGH,unknown,high_25_40,short_le_3d,loss,T1a,no,27.02,0.03976724976438137,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,66,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
SLB,bollinger_lower,2022-04-25,long,38.8692,reverse_signal,4.378,True,9,40.5709,2022-05-04,atr_trailing_stop,bear,Energy,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,27.02,0.05447500849001266,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,no,mon,66,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
MCD,bollinger_lower,2022-08-29,long,256.2388,reverse_signal,-1.4313,False,1,252.5712,2022-08-30,atr_trailing_stop,bear,Consumer Discretionary,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,26.21,0.01431321095790333,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,32,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
CRM,bollinger_lower,2022-01-05,long,228.4191,smc_mitigation_zone,0.32,True,1,229.15,2022-01-06,smc_mitigation_batch227a,neutral,Information Technology,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,19.73,0.036129202855628095,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,85,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
AMZN,bollinger_lower,2022-01-05,long,163.6714,smc_mitigation_zone,-0.255,False,1,163.254,2022-01-06,smc_mitigation_batch227a,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1c,no,19.73,0.024891948135104848,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,85,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
AMT,bollinger_lower,2022-01-05,long,264.187,smc_mitigation_zone,-2.3868,False,1,257.8813,2022-01-06,smc_trail_safety_batch227a,neutral,Real Estate,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,19.73,0.02606297811777264,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,wed,85,unknown,no_data,100_500M,unknown,spy_mild_up_0_5pct
GOOGL,bollinger_lower,2022-01-05,long,137.1853,smc_mitigation_zone,0.4098,True,1,137.7475,2022-01-06,smc_mitigation_batch227a,neutral,Communication Services,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1c,no,19.73,0.021803356482072055,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,85,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
SBUX,bollinger_lower,2022-01-11,long,104.5582,smc_mitigation_zone,-0.6582,False,1,103.87,2022-01-12,smc_mitigation_batch227a,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,short_le_3d,loss,T1c,no,18.41,0.024514576570751984,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,79,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
ORCL,bollinger_lower,2022-01-18,long,85.8607,smc_mitigation_zone,-2.5697,False,1,83.6543,2022-01-19,smc_trail_safety_batch227a,neutral,Information Technology,HIGH,unknown,mid_15_25,short_le_3d,loss,T1a,no,22.79,0.025697437826619166,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,72,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
NVDA,bollinger_lower,2022-01-19,long,25.3659,smc_mitigation_zone,-4.7934,False,1,24.15,2022-01-20,smc_mitigation_batch227a,neutral,Information Technology,HIGH,unknown,mid_15_25,short_le_3d,loss,T1c,no,23.85,0.05698595358335403,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,71,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
MSFT,bollinger_lower,2022-01-13,long,304.5483,smc_mitigation_zone,1.8558,True,1,310.2,2022-01-14,smc_mitigation_batch227a,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,20.31,0.026921509658730653,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,77,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
ABT,bollinger_lower,2022-01-18,long,126.8694,smc_mitigation_zone,-0.6459,False,1,126.05,2022-01-19,smc_mitigation_batch227a,neutral,Health Care,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,22.79,0.021229705508184007,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,tue,72,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
JNJ,bollinger_lower,2022-01-20,long,166.4175,smc_mitigation_zone,-0.9299,False,1,164.87,2022-01-21,smc_mitigation_batch227a,neutral,Health Care,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,25.59,0.013988312527228208,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,thu,70,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
TSLA,bollinger_lower,2022-01-27,long,277.6847,smc_mitigation_zone,1.5961,True,1,282.1167,2022-01-28,smc_mitigation_batch227a,neutral,Consumer Discretionary,HIGH,unknown,high_25_40,short_le_3d,loss,T1c,no,30.49,0.08003681873722247,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,thu,63,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
AMD,bollinger_lower,2022-01-27,long,101.8063,smc_mitigation_zone,3.3728,True,1,105.24,2022-01-28,smc_mitigation_batch227a,neutral,Information Technology,HIGH,unknown,high_25_40,medium_4_10d,win,T1c,no,30.49,0.07414963514045791,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,63,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
HON,bollinger_lower,2022-02-03,long,180.9957,smc_mitigation_zone,-0.2793,False,1,180.4901,2022-02-04,smc_mitigation_batch227a,neutral,Industrials,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,24.35,0.02901450144948195,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,yes,thu,56,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
PFE,bollinger_lower,2022-02-14,long,49.8747,smc_mitigation_zone,-0.1698,False,1,49.79,2022-02-15,smc_mitigation_batch227a,neutral,Health Care,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,28.33,0.0322488155317225,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,45,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
MRK,bollinger_lower,2022-02-07,long,77.2094,smc_mitigation_zone,-0.3878,False,1,76.91,2022-02-08,smc_mitigation_batch227a,neutral,Health Care,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1a,no,22.86,0.02274334472227475,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,mon,52,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
SCHW,bollinger_lower,2022-02-23,long,79.5263,smc_mitigation_zone,-0.448,False,1,79.17,2022-02-24,smc_trail_safety_batch227a,bear,Financials,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,31.02,0.035869894613480065,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,low_1_5,no,wed,36,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
COP,bollinger_lower,2022-04-25,long,92.7346,smc_mitigation_zone,-1.5254,False,1,91.32,2022-04-26,smc_mitigation_batch227a,bear,Energy,HIGH,unknown,high_25_40,short_le_3d,loss,T1a,no,27.02,0.03976724976438137,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,mon,66,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
SLB,bollinger_lower,2022-04-25,long,38.8692,smc_mitigation_zone,4.378,True,9,40.5709,2022-05-04,smc_trail_safety_batch227a,bear,Energy,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,27.02,0.05447500849001266,q4_ge_10pct,q4_ge_10pct,no,yes,no_data,mid_6_20,no,mon,66,unknown,no_data,ge_500M,unknown,spy_strong_down_lt_neg5
MCD,bollinger_lower,2022-08-29,long,256.2388,smc_mitigation_zone,-1.4313,False,1,252.5712,2022-08-30,smc_trail_safety_batch227a,bear,Consumer Discretionary,HIGH,unknown,high_25_40,long_ge_11d,loss,T1a,no,26.21,0.01431321095790333,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,mon,32,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
CRM,bollinger_lower,2022-01-05,long,228.4191,chandelier_3x,-0.166,False,1,228.04,2022-01-06,chandelier_exit,neutral,Information Technology,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,19.73,0.036129202855628095,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,85,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
AMZN,bollinger_lower,2022-01-05,long,163.6714,chandelier_3x,-0.135,False,1,163.4505,2022-01-06,chandelier_exit,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1c,no,19.73,0.024891948135104848,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,85,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
AMT,bollinger_lower,2022-01-05,long,264.187,chandelier_3x,-0.1048,False,1,263.91,2022-01-06,chandelier_exit,neutral,Real Estate,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,19.73,0.02606297811777264,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,wed,85,unknown,no_data,100_500M,unknown,spy_mild_up_0_5pct
GOOGL,bollinger_lower,2022-01-05,long,137.1853,chandelier_3x,-0.1362,False,1,136.9985,2022-01-06,chandelier_exit,neutral,Communication Services,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1c,no,19.73,0.021803356482072055,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,85,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
SBUX,bollinger_lower,2022-01-11,long,104.5582,chandelier_3x,-0.1178,False,1,104.435,2022-01-12,chandelier_exit,neutral,Consumer Discretionary,HIGH,unknown,mid_15_25,short_le_3d,loss,T1c,no,18.41,0.024514576570751984,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,yes,tue,79,unknown,no_data,ge_500M,unknown,spy_mild_up_0_5pct
ORCL,bollinger_lower,2022-01-18,long,85.8607,chandelier_3x,-0.1056,False,1,85.77,2022-01-19,chandelier_exit,neutral,Information Technology,HIGH,unknown,mid_15_25,short_le_3d,loss,T1a,no,22.79,0.025697437826619166,q4_ge_10pct,q4_ge_10pct,no,no,no_data,low_1_5,no,tue,72,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
NVDA,bollinger_lower,2022-01-19,long,25.3659,chandelier_3x,-0.244,False,1,25.304,2022-01-20,chandelier_exit,neutral,Information Technology,HIGH,unknown,mid_15_25,short_le_3d,loss,T1c,no,23.85,0.05698595358335403,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,no,wed,71,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
MSFT,bollinger_lower,2022-01-13,long,304.5483,chandelier_3x,-0.0979,False,1,304.25,2022-01-14,chandelier_exit,neutral,Information Technology,HIGH,unknown,mid_15_25,long_ge_11d,loss,T1c,no,20.31,0.026921509658730653,q4_ge_10pct,q4_ge_10pct,no,no,no_data,high_gt_20,yes,thu,77,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
ABT,bollinger_lower,2022-01-18,long,126.8694,chandelier_3x,-0.0941,False,1,126.75,2022-01-19,chandelier_exit,neutral,Health Care,HIGH,unknown,mid_15_25,medium_4_10d,loss,T1a,no,22.79,0.021229705508184007,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,tue,72,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
JNJ,bollinger_lower,2022-01-20,long,166.4175,chandelier_3x,-0.1367,False,1,166.19,2022-01-21,chandelier_exit,neutral,Health Care,HIGH,unknown,high_25_40,medium_4_10d,loss,T1a,no,25.59,0.013988312527228208,q4_ge_10pct,q4_ge_10pct,no,no,no_data,mid_6_20,no,thu,70,unknown,no_data,ge_500M,unknown,spy_mild_down_neg5_0
