strategy,exit_method,trades,win_rate,profit_factor,avg_pnl_pct,total_roi_pct,max_drawdown_pct,avg_hold_days,actual_fire_rate,composite_score,recommended
bollinger_lower,earnings_blackout,19,0.5789,2.7612,11.0274,209.5213,-42.2753,685.1,0.0,53.16,False
bollinger_lower,ma_exit_ema9,19,0.4211,0.9552,-0.0321,-0.6101,-8.3408,1.0,1.0,34.33,True
bollinger_lower,smc_mitigation_zone,19,0.3158,0.724,-0.2394,-4.548,-10.2533,1.4,1.0,27.25,False
bollinger_lower,fixed_4r_2r,19,0.2632,1.4754,1.9454,36.9628,-49.2558,16.3,1.0,24.79,False
bollinger_lower,hybrid_50pct_target,19,0.5263,1.0665,0.3149,5.9826,-66.7295,54.3,1.0,23.05,False
bollinger_lower,chandelier_3x,19,0.0,0.0,-0.265,-5.0352,-4.8692,1.0,1.0,22.7,False
bollinger_lower,time_stop_20d,19,0.3684,1.259,0.8179,15.5397,-33.9721,28.6,1.0,22.51,False
bollinger_lower,regime_flip,19,0.3684,1.259,0.8179,15.5397,-33.9721,28.6,1.0,22.51,False
bollinger_lower,next_pivot_target,19,0.5263,0.6324,-1.9042,-36.1804,-64.5596,25.7,1.0,21.05,False
bollinger_lower,class_time_stop,19,0.4211,0.9355,-0.2444,-4.6435,-54.2445,35.9,1.0,16.84,False
bollinger_lower,time_stop_10d,19,0.3158,0.8282,-0.4609,-8.758,-31.7576,14.5,1.0,12.63,False
bollinger_lower,trailing_10pct,19,0.2632,0.3328,-3.5955,-68.3136,-74.1545,32.8,1.0,10.53,False
bollinger_lower,trailing_15pct,19,0.2105,0.4144,-4.6211,-87.8002,-122.4352,123.2,1.0,8.42,False
bollinger_lower,atr_trail_2x,19,0.2105,0.3576,-2.2382,-42.5264,-47.4721,11.5,1.0,8.42,False
bollinger_lower,multi_tier_partial,19,0.2105,0.7053,-0.5793,-11.0074,-23.3593,4.5,1.0,8.42,False
bollinger_lower,reverse_signal,19,0.1579,0.8476,-0.3032,-5.7616,-23.3593,4.5,1.0,6.32,False
bollinger_lower,atr_trail_vix_conditional,19,0.1579,0.4625,-1.3996,-26.5924,-35.039,8.7,1.0,6.32,False
bollinger_lower,r_multiple_2r,19,0.1579,0.6452,-0.9622,-18.2818,-34.109,5.7,1.0,6.32,False
bollinger_lower,atr_trail_mae_conditional,19,0.1579,0.8476,-0.3032,-5.7616,-23.3593,4.5,1.0,6.32,False
bollinger_lower,mfe_lockin_trail,19,0.1579,0.7602,-0.4771,-9.0646,-23.3593,4.1,1.0,6.32,False
bollinger_lower,atr_trail_1x,19,0.1579,0.8476,-0.3032,-5.7616,-23.3593,4.5,1.0,6.32,False
bollinger_lower,breakeven_plus_trail,19,0.1579,0.7163,-0.7865,-14.9431,-35.8765,15.9,1.0,6.32,False
bollinger_lower,break_even_at_1r,19,0.1053,0.4516,-1.1915,-22.6394,-23.4131,6.1,1.0,4.21,False
bollinger_lower,r_multiple_3r,19,0.1053,0.797,-0.5889,-11.1897,-34.109,7.1,1.0,4.21,False
bollinger_lower,trailing_5pct,19,0.0526,0.0678,-2.982,-56.6583,-56.1671,9.4,1.0,2.1,False
po3_bullish,next_pivot_target,10,0.8,1.7226,0.8866,8.8661,-2.2693,9.6,1.0,80.27,True
po3_bullish,r_multiple_2r,10,0.4,1.8733,1.1255,11.2547,-5.5567,6.9,1.0,63.86,False
po3_bullish,earnings_blackout,10,0.5,10.1262,22.1058,221.0579,-14.1928,601.5,0.0,58.71,False
po3_bullish,fixed_4r_2r,10,0.4,1.8074,1.9116,19.1159,-9.3249,24.2,1.0,56.23,False
po3_bullish,class_time_stop,10,0.5,1.7299,1.8446,18.4465,-12.2218,36.3,1.0,53.56,False
po3_bullish,hybrid_50pct_target,10,0.7,1.2793,0.8378,8.3784,-10.0,49.3,1.0,51.38,False
po3_bullish,time_stop_20d,10,0.5,1.1985,0.4588,4.5879,-6.5918,29.3,1.0,46.07,False
po3_bullish,regime_flip,10,0.5,1.1985,0.4588,4.5879,-6.5918,29.3,1.0,46.07,False
po3_bullish,atr_trail_2x,10,0.3,1.5112,0.9896,9.8956,-9.854,18.9,1.0,42.56,False
po3_bullish,ma_exit_ema9,10,0.4,0.6229,-0.401,-4.0096,-3.2869,7.1,1.0,41.07,False
po3_bullish,multi_tier_partial,10,0.3,0.2777,-0.7275,-7.2752,-5.7025,4.1,1.0,33.45,False
po3_bullish,smc_mitigation_zone,10,0.3,0.2098,-0.7938,-7.9381,-5.9887,2.6,1.0,33.02,False
po3_bullish,time_stop_10d,10,0.4,0.3153,-2.104,-21.0397,-9.2382,14.6,1.0,32.14,False
po3_bullish,mfe_lockin_trail,10,0.3,0.1739,-0.9675,-9.6748,-7.7254,4.3,1.0,30.41,False
