strategy,exit_method,universe_tier,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,T1a,4,0.25,-0.2657999999999998,-1.0631999999999993
avwap_252_breakout,atr_trail_1x,T1c,1,0.0,-2.3864,-2.3864
avwap_252_breakout,atr_trail_2x,T1a,4,0.5,0.6438249999999999,2.5752999999999995
avwap_252_breakout,atr_trail_2x,T1c,1,0.0,-1.459,-1.459
avwap_252_breakout,atr_trail_mae_conditional,T1a,4,0.25,-0.2657999999999998,-1.0631999999999993
avwap_252_breakout,atr_trail_mae_conditional,T1c,1,0.0,-2.3864,-2.3864
avwap_252_breakout,atr_trail_vix_conditional,T1a,4,0.5,0.11599999999999999,0.46399999999999997
avwap_252_breakout,atr_trail_vix_conditional,T1c,1,1.0,0.2794,0.2794
avwap_252_breakout,break_even_at_1r,T1a,4,0.5,0.5528499999999998,2.2113999999999994
avwap_252_breakout,break_even_at_1r,T1c,1,0.0,0.0,0.0
avwap_252_breakout,breakeven_plus_trail,T1a,4,0.5,-0.9971,-3.9884
avwap_252_breakout,breakeven_plus_trail,T1c,1,0.0,0.0,0.0
avwap_252_breakout,chandelier_3x,T1a,4,0.5,0.05787500000000012,0.23150000000000048
avwap_252_breakout,chandelier_3x,T1c,1,0.0,-2.6456,-2.6456
avwap_252_breakout,class_time_stop,T1a,4,0.75,-1.9039249999999996,-7.615699999999999
avwap_252_breakout,class_time_stop,T1c,1,1.0,0.905,0.905
avwap_252_breakout,earnings_blackout,T1a,4,0.5,-0.49940000000000007,-1.9976000000000003
avwap_252_breakout,earnings_blackout,T1c,1,1.0,0.8468,0.8468
avwap_252_breakout,fixed_4r_2r,T1a,4,0.5,1.4308,5.7232
avwap_252_breakout,fixed_4r_2r,T1c,1,0.0,-7.1186,-7.1186
avwap_252_breakout,hybrid_50pct_target,T1a,4,0.75,-0.5716000000000001,-2.2864000000000004
avwap_252_breakout,hybrid_50pct_target,T1c,1,1.0,7.8174,7.8174
avwap_252_breakout,ma_exit_ema9,T1a,4,0.5,1.3543250000000002,5.417300000000001
avwap_252_breakout,ma_exit_ema9,T1c,1,0.0,-2.7887,-2.7887
avwap_252_breakout,mfe_lockin_trail,T1a,4,0.25,-0.2657999999999998,-1.0631999999999993
avwap_252_breakout,mfe_lockin_trail,T1c,1,0.0,-2.3864,-2.3864
avwap_252_breakout,multi_tier_partial,T1a,4,0.25,-0.508925,-2.0357
avwap_252_breakout,multi_tier_partial,T1c,1,0.0,-2.3864,-2.3864
avwap_252_breakout,next_pivot_target,T1a,4,0.75,1.892125,7.5685
avwap_252_breakout,next_pivot_target,T1c,1,0.0,-7.1186,-7.1186
avwap_252_breakout,r_multiple_2r,T1a,4,0.5,0.8597250000000001,3.4389000000000003
avwap_252_breakout,r_multiple_2r,T1c,1,0.0,-3.5593,-3.5593
avwap_252_breakout,r_multiple_3r,T1a,4,0.5,1.8602250000000002,7.440900000000001
avwap_252_breakout,r_multiple_3r,T1c,1,0.0,-3.5593,-3.5593
avwap_252_breakout,regime_flip,T1a,4,0.5,-1.9776749999999998,-7.910699999999999
avwap_252_breakout,regime_flip,T1c,1,1.0,1.126,1.126
avwap_252_breakout,reverse_signal,T1a,4,0.25,-0.2657999999999998,-1.0631999999999993
avwap_252_breakout,reverse_signal,T1c,1,0.0,-2.3864,-2.3864
avwap_252_breakout,smc_mitigation_zone,T1a,4,0.5,0.5304250000000001,2.1217000000000006
avwap_252_breakout,smc_mitigation_zone,T1c,1,1.0,0.2884,0.2884
avwap_252_breakout,time_stop_10d,T1a,4,0.5,1.842125,7.3685
avwap_252_breakout,time_stop_10d,T1c,1,1.0,4.2264,4.2264
avwap_252_breakout,time_stop_20d,T1a,4,0.5,-1.9776749999999998,-7.910699999999999
avwap_252_breakout,time_stop_20d,T1c,1,1.0,1.126,1.126
avwap_252_breakout,trailing_10pct,T1a,4,0.5,-2.265225,-9.0609
avwap_252_breakout,trailing_10pct,T1c,1,0.0,-3.9561,-3.9561
avwap_252_breakout,trailing_15pct,T1a,4,0.5,0.018225000000000074,0.0729000000000003
avwap_252_breakout,trailing_15pct,T1c,1,0.0,-9.3384,-9.3384
avwap_252_breakout,trailing_5pct,T1a,4,0.5,0.6124499999999999,2.4497999999999998
avwap_252_breakout,trailing_5pct,T1c,1,1.0,0.7692,0.7692
avwap_50_reclaim,atr_trail_1x,T1a,5,0.2,-1.17818,-5.8909
avwap_50_reclaim,atr_trail_2x,T1a,5,0.4,-0.21654000000000018,-1.0827000000000009
avwap_50_reclaim,atr_trail_mae_conditional,T1a,5,0.2,-1.17818,-5.8909
avwap_50_reclaim,atr_trail_vix_conditional,T1a,5,0.0,-1.23742,-6.1871
avwap_50_reclaim,break_even_at_1r,T1a,5,0.2,-1.50208,-7.510400000000001
